event_id,well_id,event_type,start_depth,end_depth,formation,severity,cause,impact,mitigation,lesson_learned,npt_hours,source_document,source_page,confidence,is_demo_data
EVT-0157,WELL-027,KICK,3004.5,3042.7,Bokabil Formation,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,32.9,Kumchai-45_DDR_Final_Report.pdf,44,0.97,True
EVT-0158,WELL-027,MUD_LOSS,4522.5,4528.2,Sylhet Limestone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.2,Kumchai-45_DDR_Final_Report.pdf,14,0.91,True
EVT-0159,WELL-028,STUCK_PIPE,3670.0,3681.2,Barail Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,33.2,Baghjan-141_DDR_Final_Report.pdf,7,0.93,True
EVT-0160,WELL-028,PACK_OFF,1649.5,1689.6,Girujan Clay,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,16.4,Baghjan-141_DDR_Final_Report.pdf,39,0.92,True
EVT-0161,WELL-028,STUCK_PIPE,3061.0,3096.8,Bokabil Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,43.7,Baghjan-141_DDR_Final_Report.pdf,11,0.95,True
EVT-0162,WELL-028,MUD_LOSS,4479.3,4513.1,Sylhet Limestone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,25.6,Baghjan-141_DDR_Final_Report.pdf,40,0.91,True
EVT-0163,WELL-028,LOST_CIRCULATION,4825.3,4839.9,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,66.2,Baghjan-141_DDR_Final_Report.pdf,31,0.97,True
EVT-0164,WELL-028,STUCK_PIPE,4207.4,4235.2,Kopili Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,36.2,Baghjan-141_DDR_Final_Report.pdf,19,0.96,True
EVT-0165,WELL-028,PACK_OFF,4659.9,4697.6,Sylhet Limestone,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,17.9,Baghjan-141_DDR_Final_Report.pdf,9,0.97,True
EVT-0166,WELL-029,LOST_CIRCULATION,5113.4,5140.6,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,41.4,Jorajan-168_DDR_Final_Report.pdf,34,0.97,True
EVT-0167,WELL-029,KICK,2542.3,2558.2,Tipam Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,35.6,Jorajan-168_DDR_Final_Report.pdf,10,0.96,True
EVT-0168,WELL-029,MUD_LOSS,3578.4,3618.8,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,25.1,Jorajan-168_DDR_Final_Report.pdf,27,0.89,True
EVT-0169,WELL-029,PACK_OFF,4052.5,4097.3,Kopili Formation,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,14.3,Jorajan-168_DDR_Final_Report.pdf,2,0.91,True
EVT-0170,WELL-030,CEMENTING_ISSUE,4247.0,4257.5,Kopili Formation,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,36.9,Nahorkatiya-153_DDR_Final_Report.pdf,31,0.95,True
EVT-0171,WELL-030,STUCK_PIPE,4921.9,4927.1,Disang Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,28.8,Nahorkatiya-153_DDR_Final_Report.pdf,17,0.9,True
EVT-0172,WELL-030,STUCK_PIPE,4403.4,4419.9,Sylhet Limestone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,33.3,Nahorkatiya-153_DDR_Final_Report.pdf,4,0.9,True
EVT-0173,WELL-030,LOST_CIRCULATION,4748.3,4786.8,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,52.8,Nahorkatiya-153_DDR_Final_Report.pdf,35,0.88,True
